host_id,host_name,host_since,host_location,host_response_time,host_is_superhost,host_listings_count
580391427,Maria,2024-05-29,Unknown,within an hour,f,1
1246880,Nacho,2011-10-04,"Málaga, Spain",within a few hours,t,1
159694870,Arroyo Del Peral SL,2017-11-22,Unknown,within an hour,f,3
189789496,Paloma,2018-05-15,"Málaga, Spain",Unknown,f,1
67599388,Maria Elena,2016-04-17,"Málaga, Spain",within an hour,f,1
159217972,Giacomo,2017-11-18,"Málaga, Spain",Unknown,f,1
219694629,Kasper,2018-10-09,"Roskilde, Denmark",within an hour,t,1
271270361,María Jesús,2019-06-25,Unknown,Unknown,f,1
247446085,Juan,2019-03-07,"Málaga, Spain",within an hour,f,2
235735882,Barbara Y Roberto Holiday Rentals,2019-01-10,"Benalmádena, Spain",within an hour,f,89
28325703,Saul,2015-02-25,"Málaga, Spain",within an hour,f,2
59121530,Estrellita,2016-02-17,"Málaga, Spain",within a few hours,f,2
183268244,Raúl,2018-04-09,"Málaga, Spain",Unknown,f,1
401661040,Julian & Coco,2021-05-15,Unknown,Unknown,t,1
461026871,Emilio,2022-05-26,Unknown,within an hour,f,1
429499006,Violeta,2021-10-29,Unknown,within a few hours,t,2
3083727,Loly  &,2012-07-28,"Malaga, Spain",within an hour,f,7
301632573,Encarnación,2019-10-11,Unknown,within a few hours,f,1
445485092,Daniel,2022-02-17,"Andalusia, Spain",within an hour,t,1
465523206,Mar,2022-06-22,"Málaga, Spain",within a day,f,1
101748515,Miguel Angel,2016-10-29,Unknown,within a few hours,f,1
152160926,Antonio Jose,2017-09-26,"Antequera, Spain",within an hour,t,2
523681380,Adolfo,2023-07-04,"Málaga, Spain",within an hour,t,1
112925340,Maria,2017-01-23,Unknown,Unknown,f,3
274467967,Alexander,2019-07-08,Unknown,within an hour,f,6
41630236,Karoline,2015-08-16,"Copenhagen, Denmark",within a few hours,t,3
489711179,Malagueta,2022-11-30,Unknown,within an hour,t,2
196992848,Catherine,2018-06-21,"Dungarvan, Ireland",within an hour,t,4
518952895,Anna,2023-06-08,"Málaga, Spain",within an hour,f,5
83374875,Tomás,2016-07-12,"Málaga, Spain",within a few hours,f,3
423394067,Patricio,2021-09-17,Unknown,Unknown,f,1
573841632,Villabuona Di Amao,2024-04-23,Unknown,within an hour,f,1
572762979,Nap,2024-04-17,Unknown,within a few hours,f,1
419433327,Cristina,2021-08-21,"Málaga, Spain",within an hour,f,3
218949587,Juan Ramon,2018-10-05,Unknown,within an hour,t,1
105297729,Christian,2016-11-27,"Málaga, Spain",within an hour,t,2
190718954,Jose Antonio,2018-05-21,"Málaga, Spain",within an hour,f,1
268097476,Lola,2019-06-12,"Málaga, Spain",within an hour,f,3
24396572,Jose Carlos,2014-12-02,"Málaga, Spain",within an hour,f,1
533328265,Emilio,2023-08-22,Unknown,within an hour,f,1
454603569,Anna,2022-04-16,Unknown,within a few hours,f,1
513470372,Marco Antonio,2023-05-06,"Málaga, Spain",within an hour,t,1
438438244,Silvia,2022-01-01,Unknown,within an hour,f,6
75765171,Nico,2016-06-04,"Málaga, Spain",Unknown,f,1
512585926,Antonia,2023-05-01,"Málaga, Spain",Unknown,f,1
91283198,Carlos,2016-08-22,"Málaga, Spain",within an hour,t,3
33332125,Marta,2015-05-14,"Málaga, Spain",within an hour,f,9
147084812,Lorena,2017-08-21,"Málaga, Spain",within an hour,t,2
144753297,Natalia,2017-08-07,"Málaga, Spain",Unknown,f,22
133110226,Daniel,2017-06-02,"Málaga, Spain",within a day,f,1
4147456,Jessy,2012-11-14,"Andalusia, Spain",within a day,f,4
508263756,Antonio,2023-04-02,Unknown,within an hour,f,1
567878228,Delano,2024-03-19,Unknown,within an hour,f,2
320838892,Antonio,2019-12-25,"Málaga, Spain",within an hour,f,1
32355616,Alex,2015-05-01,"Málaga, Spain",within an hour,f,3
474085136,Alexander,2022-08-09,Unknown,within an hour,t,1
72636649,Paula,2016-05-18,"Andalusia, Spain",within an hour,t,1
137823551,Marien,2017-06-30,"Málaga, Spain",Unknown,f,2
126122789,Adrian,2017-04-16,"Rincón de la Victoria, Spain",Unknown,f,4
465339201,José Manuel,2022-06-21,Unknown,within a day,f,1
3425140,Paola,2012-08-30,"Málaga, Spain",within an hour,t,1
408937037,Jose Maria,2021-06-24,Unknown,within a few hours,f,1
461703695,David,2022-05-30,"Málaga, Spain",within an hour,f,1
102132938,Alba,2016-11-01,"Málaga, Spain",within a few hours,f,1
182760707,Rafa,2018-04-06,"Málaga, Spain",within an hour,t,1
336338612,Valentino,2020-02-15,Spain,within a day,f,1
108887898,Alexandra,2016-12-28,Gibraltar,within an hour,f,4
207456217,Victoria,2018-08-05,"Andalusia, Spain",a few days or more,f,3
512818782,Enriqueta,2023-05-02,Unknown,Unknown,f,2
22323385,Maria A,2014-10-09,"Málaga, Spain",within an hour,t,2
13477546,Zen Places,2014-03-24,"Marbella, Spain",within an hour,f,4
17380954,Chao,2016-10-13,"Málaga, Spain",within an hour,f,1
58636020,Manuel,2016-02-13,"Torre del Mar, Spain",within a few hours,f,1
144539596,Roberto,2017-08-06,"Málaga, Spain",Unknown,f,6
30595775,Ana María,2015-04-04,"Málaga, Spain",within an hour,f,2
519269411,Gema,2023-06-10,Unknown,a few days or more,f,1
498536166,Juan Luis,2023-01-29,Unknown,within an hour,t,2
234143835,Barno,2019-01-03,"Málaga, Spain",within an hour,t,2
578037137,Miriam,2024-05-17,"Málaga, Spain",within an hour,f,1
577666820,Fernando,2024-05-15,Unknown,within an hour,f,1
49350769,Pablo,2015-11-18,"Andalusia, Spain",within an hour,f,6
207081273,Adrian,2018-08-03,"Málaga, Spain",within an hour,t,1
571270443,Antonio,2024-04-08,Unknown,Unknown,f,1
193198755,Pilar,2018-06-03,"Málaga, Spain",within an hour,t,1
70171162,Victoria,2016-05-03,"Santa Cruz de Tenerife, Spain",within a few hours,f,1
580823976,Manuel,2024-06-01,"Málaga, Spain",within an hour,f,1
2376686,Nuria,2012-05-15,"Malaga, Spain",within an hour,f,2
466678210,Carlos,2022-06-29,Unknown,within a day,f,3
78083797,Isabel,2016-06-16,"Málaga, Spain",Unknown,f,2
151135520,Victor,2017-09-18,"Alhaurín de la Torre, Spain",within an hour,t,1
12144836,Victoria,2014-02-11,"Málaga, Spain",Unknown,f,1
42922856,Valeria,2015-08-30,"Málaga, Spain",within an hour,t,1
84892601,Nizar,2016-07-20,Unknown,within an hour,f,4
11990918,Borja,2014-02-06,"Málaga, Spain",within an hour,f,1
399008186,Carmen,2021-04-28,"Málaga, Spain",within an hour,t,1
56743414,María Jose,2016-01-30,"Málaga, Spain",within an hour,f,1
529678982,Miguel,2023-08-03,Unknown,Unknown,f,1
68062684,Javier,2016-04-20,"Andalusia, Spain",within a few hours,t,3
25003668,Antonio,2014-12-19,"Málaga, Spain",within an hour,t,2
195559422,Ana Isabel,2018-06-14,"Nerja, Spain",within an hour,t,2
540293644,Annemarie,2023-10-04,Unknown,within an hour,t,1
516177185,Rocío,2023-05-23,"Málaga, Spain",within an hour,f,1
43939093,Antonio,2015-09-11,"Málaga, Spain",within an hour,t,3
23844711,José Manuel,2014-11-17,"Torremolinos, Spain",within an hour,t,2
561519397,Miguel,2024-02-11,"Marbella, Spain",within an hour,t,2
267299759,Diego,2019-06-09,"Seville, Spain",within a few hours,f,1
267315502,Jorge Brioso E Hijos C.B,2019-06-09,"Málaga, Spain",within a few hours,t,4
124980176,Roxana,2017-04-09,"Paris, France",within an hour,t,2
462055171,Pedro,2022-06-01,Unknown,Unknown,f,1
456944142,Nicole,2022-05-01,"Ibiza, Spain",within an hour,f,1
255965078,Ana,2019-04-15,"Málaga, Spain",Unknown,f,2
42379753,Villa Torcal,2015-08-24,"Villanueva de la Concepción, Spain",within an hour,t,10
1358251,Carin,2011-11-01,"Málaga, Spain",within a few hours,t,4
563254689,Luis Alberto,2024-02-21,"Málaga, Spain",within an hour,f,1
452760852,Belén,2022-04-04,Unknown,within an hour,f,2
9964205,Marco,2013-11-12,"Málaga, Spain",Unknown,f,2
115644805,Melanie,2017-02-09,"Málaga, Spain",within an hour,t,2
50397101,Juan,2015-12-02,"Málaga, Spain",within an hour,t,1
12980347,Danaloy,2014-03-10,"Málaga, Spain",within an hour,f,3
548843230,Natividad,2023-11-30,Unknown,within an hour,f,1
86248838,Alfonso,2016-07-27,Unknown,within an hour,f,1
108578469,Alvaro,2016-12-26,"Málaga, Spain",within an hour,f,2
25625162,Berta,2015-01-05,"Málaga, Spain",within a few hours,t,1
550619088,Silvia,2023-12-12,"Málaga, Spain",within an hour,t,4
16857077,Saskia,2014-06-16,"Málaga, Spain",within an hour,t,3
55089628,Marta,2016-01-18,"Málaga, Spain",within an hour,f,1
360272609,Ana,2020-08-03,"Málaga, Spain",within an hour,f,2
283241143,Alessandro,2019-08-06,Unknown,within an hour,f,4
333161117,Chase,2020-02-03,Unknown,within an hour,f,1
152346751,Francisco Lope,2017-09-27,"Málaga, Spain",within an hour,f,2
576962397,Luz,2024-05-11,Unknown,within an hour,f,2
5604605,Lex En Floortje,2013-03-24,"Andalusia, Spain",within an hour,f,1
14439745,Jose Antonio,2014-04-18,"Málaga, Spain",within an hour,t,2
556827306,Raquel,2024-01-16,Unknown,within a day,f,1
73316886,Jose Manuel,2016-05-22,"Gothenburg, Sweden",within an hour,t,1
218428012,Benji Y Silvia,2018-10-02,"Andalusia, Spain",within an hour,t,1
20487771,Simona,2014-08-24,"Málaga, Spain",within an hour,t,2
4396463,René,2012-12-13,"Málaga, Spain",within an hour,t,1
453284720,Daniel,2022-04-08,Unknown,within an hour,t,1
357178861,María Del Pilar,2020-07-19,"Málaga, Spain",within an hour,t,2
22083350,Estefania,2014-10-03,"Málaga, Spain",within an hour,t,2
232410015,Viktor,2018-12-25,"Málaga, Spain",within a few hours,f,1
26337260,Gloria Y Maria Jesús,2015-01-19,"Málaga, Spain",within an hour,Unknown,3
131088715,Eduardo Y Virginia,2017-05-19,"Málaga, Spain",within an hour,t,1
222563700,Polina & Yana,2018-10-25,"Málaga, Spain",within an hour,t,1
477398161,Ana Y Pedro,2022-08-30,Unknown,within an hour,f,6
21117110,Clara,2014-09-09,Unknown,within an hour,f,1
572448768,Álvaro,2024-04-15,"Málaga, Spain",within an hour,f,1
54578512,Jimena,2016-01-14,"Málaga, Spain",within an hour,f,2
538871007,Sergio,2023-09-25,Unknown,a few days or more,f,1
117949723,Cristina,2017-02-24,"Community of Madrid, Spain",Unknown,f,1
31162881,Emily,2015-04-13,"Málaga, Spain",within an hour,f,1
452846364,Alfonso,2022-04-05,Unknown,within an hour,f,1
470401208,Carolina,2022-07-19,"Málaga, Spain",within an hour,t,1
150129415,Amanda,2017-09-11,Unknown,within an hour,f,1
307910793,Abc,2019-11-07,Unknown,within an hour,f,6
53483463,Thomas,2016-01-05,"Málaga, Spain",within an hour,f,1
261380980,Jesus,2019-05-12,"Málaga, Spain",within a few hours,f,1
566945713,Rosa María,2024-03-13,"Marbella, Spain",within an hour,f,2
444961356,Fernando,2022-02-13,Unknown,within an hour,f,1
516534300,Raquel,2023-05-25,Unknown,within an hour,t,1
264789552,Jaime,2019-05-28,"Málaga, Spain",within an hour,t,1
28047287,Fabricio,2015-02-20,"Málaga, Spain",within a few hours,f,3
447987517,María José,2022-03-05,Unknown,within an hour,t,1
485420275,Alejandro,2022-10-28,"Málaga, Spain",within an hour,t,1
101083954,Sergio,2016-10-24,Unknown,within an hour,f,5
423383728,Ángeles,2021-09-17,Unknown,within an hour,f,1
26119496,Carmina,2015-01-14,"Málaga, Spain",within an hour,f,1
28637593,Adrian Garcia,2015-03-02,"Málaga, Spain",within a day,f,1
256191313,Nicole,2019-04-16,"Huizen, Netherlands",within an hour,f,1
524077215,Fran,2023-07-06,Unknown,within an hour,f,2
408305750,Owen,2021-06-21,"Andalusia, Spain",within an hour,f,2
585809926,Rute,2024-06-26,Unknown,Unknown,f,1
192432052,María José,2018-05-30,"Andalusia, Spain",within an hour,t,1
314954081,Michelle,2019-12-06,"Barcelona, Spain",within an hour,f,1
134264325,Diego,2017-06-09,"Andalusia, Spain",within an hour,t,3
46272276,Barbara,2015-10-11,Unknown,within a few hours,f,1
413945327,Leonides,2021-07-19,"Málaga, Spain",within a few hours,f,1
449184060,Luis,2022-03-12,Unknown,within an hour,f,1
117266712,Sergio,2017-02-20,"Andalusia, Spain",within an hour,Unknown,3
19675611,Rosa,2014-08-08,Unknown,within an hour,t,1
572137268,Stijn,2024-04-13,"Málaga, Spain",within an hour,f,1
542732971,Pascual,2023-10-20,Unknown,within an hour,f,1
307293049,Juan,2019-11-05,"Rincón de la Victoria, Spain",Unknown,f,1
9643165,Chris Et Khadija,2013-10-26,Unknown,within an hour,t,2
497543831,Grafigestion,2023-01-23,Unknown,within a few hours,f,2
150131163,Francisco,2017-09-11,"Málaga, Spain",Unknown,f,1
33591451,Marta,2015-05-17,"Málaga, Spain",Unknown,f,1
487176734,Manuel,2022-11-10,Unknown,within an hour,f,16
41160720,Juande,2015-08-11,"Maqueda, Spain",within a few hours,t,3
58724327,Lisabeth,2016-02-14,"Málaga, Spain",within an hour,f,1
56676288,Cruz,2016-01-30,"Málaga, Spain",within an hour,t,2
568861373,Jaime,2024-03-25,"Málaga, Spain",within an hour,f,1
9300339,Marco,2013-10-08,"Amsterdam, Netherlands",Unknown,f,1
15662393,Lourdes,2014-05-18,"Málaga, Spain",Unknown,f,1
453765134,Inmaculada,2022-04-11,"Málaga, Spain",within an hour,f,2
3596160,Ronald,2012-09-17,"Amsterdam, Netherlands",within an hour,t,1
500106418,Olga,2023-02-08,"La Cala de Mijas, Spain",within an hour,f,1
5120420,Nuria,2013-02-17,Spain,within an hour,f,10
30252062,Enrique,2015-03-30,"Málaga, Spain",Unknown,f,1
39278828,Francisco,2015-07-22,"Andalusia, Spain",Unknown,f,1
551072785,Rogi,2023-12-15,"Málaga, Spain",within an hour,f,3
509987776,Eren,2023-04-14,"Marbella, Spain",a few days or more,f,1
46016154,Alejandra,2015-10-07,"Málaga, Spain",within an hour,Unknown,28
517456542,Francisco Sebastian,2023-05-31,Unknown,within an hour,t,1
224779275,Anabel,2018-11-08,"Málaga, Spain",within an hour,f,1
433451958,Adrian,2021-11-25,"Málaga, Spain",within an hour,f,1
185322169,Cándida,2018-04-20,Unknown,within an hour,f,1
471826403,Niklas Karl Einar,2022-07-27,"Uppsala, Sweden",within an hour,t,1
186274606,Huelintown,2018-04-25,"Málaga, Spain",within a day,t,5
471615000,Eva,2022-07-26,Unknown,within a few hours,t,3
45800917,Omar,2015-10-05,"Amsterdam-Zuidoost, Netherlands",within an hour,f,1
22996795,Saskia,2014-10-26,"Málaga, Spain",within an hour,t,1
193819367,Syed Azhar,2018-06-06,"Málaga, Spain",within an hour,f,1
446108734,Julien,2022-02-21,"Vélez-Málaga, Spain",within a few hours,f,55
526224481,Raquel,2023-07-17,Unknown,Unknown,f,1
443504088,Catalina Alexandra,2022-02-04,"Málaga, Spain",within a day,f,2
154412226,Hans,2017-10-13,Unknown,within a few hours,f,1
164868250,Rita,2017-12-29,"Andalusia, Spain",within an hour,f,2
170568275,Saúl,2018-01-29,"Zacatecas, Mexico",Unknown,f,1
203302609,Marcel,2018-07-18,"Andalusia, Spain",within an hour,t,1
281549064,Fran,2019-08-01,"Málaga, Spain",within an hour,t,1
37132360,Manuel,2015-06-30,Unknown,Unknown,f,1
34433429,Nieves,2015-05-28,"Málaga, Spain",within an hour,t,2
142222252,Rafael,2017-07-24,"Málaga, Spain",within an hour,t,1
63893324,Marine,2016-03-21,"Málaga, Spain",within an hour,t,2
529702704,Nabila,2023-08-03,"Málaga, Spain",within an hour,f,1
85592957,Alejandro,2016-07-24,"Málaga, Spain",within an hour,f,1
186504223,Victor,2018-04-26,"Málaga, Spain",within a day,f,1
31833812,Alejandro,2015-04-24,"Málaga, Spain",within an hour,t,1
87443021,Elena,2016-08-02,"Málaga, Spain",within an hour,t,4
305867160,Patricia,2019-11-01,"Málaga, Spain",Unknown,f,1
461634780,Maria,2022-05-30,Unknown,within an hour,f,1
522895552,Beatriz,2023-06-30,Unknown,within an hour,t,1
132369131,Aroa,2017-05-28,"Málaga, Spain",within an hour,f,1
347455767,Maria,2020-05-24,Unknown,within a few hours,f,1
95399434,Francisco,2016-09-16,"Málaga, Spain",within an hour,t,1
555205039,Luis,2024-01-08,Unknown,Unknown,f,1
29103612,Sheila,2015-03-10,"Málaga, Spain",within a few hours,f,1
36470919,Fran,2015-06-22,"Málaga, Spain",within an hour,f,1
8098975,Carlos,2013-08-12,"Málaga, Spain",within an hour,f,1
249822977,Manu,2019-03-19,"Málaga, Spain",within an hour,f,1
90773740,Luis,2016-08-19,"Málaga, Spain",within an hour,t,2
492160765,Nicholas,2022-12-20,"Málaga, Spain",within an hour,f,1
16648988,Eva,2014-06-11,"Villepinte, France",within an hour,f,1
525094958,Miguel,2023-07-11,"Málaga, Spain",within an hour,f,1
183711312,Marisa,2018-04-11,"Málaga, Spain",within an hour,t,2
133555373,Oleg Y Viktoria,2017-06-05,"Málaga, Spain",within an hour,t,1
399857192,Inma,2021-05-03,Unknown,within an hour,f,1
240650148,Ignacio,2019-02-02,"Málaga, Spain",within an hour,f,1
148309548,Scott,2017-08-29,"Málaga, Spain",within an hour,f,1
29336098,Alejandro,2015-03-14,"Málaga, Spain",Unknown,f,1
16037274,Wim,2014-05-27,"Riogordo, Spain",within an hour,f,4
522873409,Jose,2023-06-30,Unknown,Unknown,f,1
19912566,Elisa,2014-08-12,"Madrid, Spain",within an hour,f,1
106810820,Samuel,2016-12-10,"Málaga, Spain",Unknown,t,1
44663532,Marta,2015-09-20,"Málaga, Spain",within an hour,f,3
103070085,Lola,2016-11-09,"Melilla, Spain",within an hour,f,1
188820836,Esperanza,2018-05-10,"Málaga, Spain",Unknown,f,1
14324683,Félix Francisco,2014-04-15,"Andalusia, Spain",within a few hours,f,1
154027833,Novasol,2017-10-10,Unknown,within an hour,t,131
326681016,Alejandra,2020-01-12,Unknown,within a few hours,f,1
487145682,Kimmo,2022-11-10,"Naantali, Finland",within a day,f,1
1319215,Blanca,2011-10-21,"Seville, Spain",within an hour,t,8
3257191,Almudena,2012-08-14,"Malaga, Spain",within a day,f,1
522496421,Noelia,2023-06-28,Unknown,within an hour,f,1
125122467,Francisco,2017-04-10,"Málaga, Spain",within a few hours,f,1
465743673,Junjie,2022-06-23,"Málaga, Spain",within an hour,t,1
20361886,Arancha,2014-08-21,Unknown,within an hour,f,3
164977692,Blas,2017-12-30,"Málaga, Spain",within an hour,f,1
463686542,Inversiones Carluja,2022-06-11,Unknown,within an hour,f,1
512072150,Miguel Angel,2023-04-27,Unknown,a few days or more,f,1
10542049,Pelayo,2013-12-10,"Andalusia, Spain",within an hour,f,1
474946836,Babacar,2022-08-14,Unknown,Unknown,Unknown,2
10861310,Marcel (ByME Lifestyle),2013-12-28,"Haarlem, Netherlands",within an hour,t,3
199076037,Gabriela,2018-06-30,Unknown,within an hour,t,3
124968986,Maribel,2017-04-09,"Andalusia, Spain",within a day,f,1
466000224,Marco,2022-06-25,"Málaga, Spain",within an hour,t,5
540878948,Francisco,2023-10-08,Unknown,within an hour,f,1
63908621,Erik,2016-03-21,"Andalusia, Spain",within an hour,t,1
576058536,Josefa,2024-05-06,"Málaga, Spain",within an hour,f,1
276377807,Raquel,2019-07-15,Unknown,a few days or more,f,1
88761674,Matteo,2016-08-08,"Málaga, Spain",within an hour,t,1
519926310,Ana Belén,2023-06-14,"Benalmádena, Spain",Unknown,Unknown,3
374675779,Jesús,2020-11-06,Unknown,within an hour,f,1
520441517,Salvador,2023-06-17,Unknown,within a few hours,t,1
125105272,Lidia,2017-04-10,"Málaga, Spain",within an hour,t,1
249046015,Alma,2019-03-15,"Málaga, Spain",within an hour,t,3
451608258,Verónica,2022-03-28,Unknown,within an hour,f,1
63046892,Soledad,2016-03-15,"Málaga, Spain",within an hour,f,1
547352959,Tommaso,2023-11-20,Unknown,within an hour,f,1
183598821,Esther,2018-04-10,"Málaga, Spain",Unknown,f,1
60657635,Pilar,2016-02-27,"England, United Kingdom",within an hour,t,2
189541410,Mercedes,2018-05-14,Unknown,Unknown,f,1
198644633,Adriano,2018-06-28,"Rincón de la Victoria, Spain",within an hour,f,1
559800819,Iker,2024-02-01,"Málaga, Spain",within an hour,Unknown,3
580676095,Jaime,2024-05-31,Unknown,within an hour,f,1
68734879,Joaquin,2016-04-24,"Madrid, Spain",within a day,f,1
570972701,Maria Belen,2024-04-06,Unknown,within an hour,f,1
28106581,Mariana,2015-02-21,"Málaga, Spain",within an hour,f,2
445496954,Alejandro,2022-02-17,Unknown,within an hour,f,4
514575073,Fernando,2023-05-13,"Málaga, Spain",within an hour,f,1
143625504,Mary Jo,2017-08-01,"Málaga, Spain",within an hour,f,1
160414059,Emiliano,2017-11-28,"Málaga, Spain",within a few hours,f,1
23014002,Nuria,2014-10-27,"Benalmádena, Spain",within an hour,f,2
123491897,Jose,2017-03-30,Unknown,a few days or more,f,1
137541130,Francisco,2017-06-28,"Málaga, Spain",Unknown,f,1
202699701,Ulyana,2018-07-16,Unknown,within an hour,t,2
227868284,Claudio,2018-11-27,"Málaga, Spain",within an hour,f,1
566304099,Paula,2024-03-10,Unknown,within a few hours,f,1
53231141,Natalia,2016-01-03,"Málaga, Spain",within an hour,f,1
422981535,Fabio,2021-09-14,"Málaga, Spain",within an hour,f,4
14537098,Jorge,2014-04-21,"Málaga, Spain",Unknown,f,2
582682707,Fernando,2024-06-10,"Málaga, Spain",Unknown,f,2
557953847,Marta,2024-01-22,Unknown,a few days or more,f,1
18655665,Adolfo,2014-07-22,"Málaga, Spain",within an hour,t,1
44936351,Ana,2015-09-23,"Rincón de la Victoria, Spain",within an hour,t,7
198558473,Pedro,2018-06-28,"Málaga, Spain",within an hour,f,1
70802024,Sandra,2016-05-07,"Gulpen, Netherlands",within an hour,t,1
174398664,Mª Ángeles,2018-02-20,"Málaga, Spain",within an hour,f,4
145393893,Toñi,2017-08-10,"Málaga, Spain",within an hour,f,2
13627093,José Antonio,2014-03-28,"Málaga, Spain",within an hour,t,3
151198402,Manuel,2017-09-19,Unknown,within a few hours,f,2
31724229,Juanjo,2015-04-22,"Marbella, Spain",Unknown,f,3
549566574,Antonio,2023-12-05,"Málaga, Spain",within an hour,f,3
136341400,Julia,2017-06-22,"Málaga, Spain",a few days or more,f,1
60900041,Alexandra,2016-02-29,"Málaga, Spain",within an hour,f,1
200821782,Fernando,2018-07-08,Unknown,within an hour,f,1
568749784,Ana,2024-03-24,Unknown,within an hour,f,1
432572367,Isabel,2021-11-19,Unknown,within an hour,f,5
136395541,Florencia,2017-06-22,"Málaga, Spain",within an hour,t,2
38355475,Jose Luis,2015-07-13,"Benalmádena, Spain",Unknown,f,1
409270835,Josefa,2021-06-26,Unknown,within an hour,t,1
480041387,Shon,2022-09-18,"Amsterdam, Netherlands",within an hour,f,1
21265644,Sonia,2014-09-12,"Málaga, Spain",within a few hours,t,2
513271931,Joshua,2023-05-05,"Málaga, Spain",within a day,t,1
465037166,Nabil,2022-06-19,"Málaga, Spain",within an hour,f,2
216694910,Preslava,2018-09-22,"England, United Kingdom",within an hour,f,1
35008995,Karolis,2015-06-04,"Benalmádena, Spain",within an hour,t,41
32107079,Jan,2015-04-28,"Málaga, Spain",within a few hours,f,1
47246887,Encarnación,2015-10-23,"Málaga, Spain",within an hour,f,1
30189645,Oliver,2015-03-29,"Málaga, Spain",Unknown,f,2
124699078,Rocio,2017-04-07,"Málaga, Spain",within an hour,t,1
276661517,Emmanuel,2019-07-16,"Málaga, Spain",within an hour,f,1
107736331,Acentos Rent,2016-12-19,"Málaga, Spain",within an hour,Unknown,15
584493913,Antonio,2024-06-19,Unknown,Unknown,f,1
522483782,Jorge,2023-06-28,Unknown,within an hour,f,1
372993867,Loredana,2020-10-23,Unknown,within an hour,f,1
80991994,Alejandro,2016-06-30,"Málaga, Spain",within a day,f,2
490572422,Luis Javier,2022-12-07,Unknown,within an hour,t,1
187718659,Mario,2018-05-03,"Málaga, Spain",within an hour,t,1
133572167,Juan Carlos,2017-06-05,"Málaga, Spain",within a few hours,f,1
435206613,Jorge,2021-12-08,"Andalusia, Spain",within a few hours,f,1
21771371,Jessica,2014-09-25,"Málaga, Spain",within an hour,t,2
479395518,José Joaquín,2022-09-13,"Málaga, Spain",Unknown,f,1
532197268,María Isabel,2023-08-16,Unknown,Unknown,f,1
76356690,Irene,2016-06-07,"Málaga, Spain",within a day,f,2
32596791,Marisa,2015-05-04,"Andalusia, Spain",within an hour,f,1
580622638,Jose,2024-05-30,Unknown,a few days or more,f,3
508382831,Manuel Jose,2023-04-03,Unknown,within an hour,f,2
84850689,Guillermo,2016-07-20,"Málaga, Spain",within an hour,t,1
158546637,Pia,2017-11-13,"Málaga, Spain",within an hour,f,1
120604018,Juan José,2017-03-13,"Alcala de Henares, Spain",within an hour,f,1
32142533,José Manuel,2015-04-28,"Benalmádena, Spain",within an hour,t,1
30573956,Anna Laura,2015-04-04,Spain,within an hour,t,1
486695460,Antonia,2022-11-07,Unknown,within an hour,f,1
176986560,Ana,2018-03-06,"Andalusia, Spain",within an hour,f,1
525422091,Urdinsa,2023-07-13,Unknown,within an hour,t,2
410221509,Novasol,2021-07-01,Unknown,within an hour,f,680
18760636,Carmen,2014-07-23,"Málaga, Spain",Unknown,f,1
417458664,Juan,2021-08-08,Unknown,within a day,Unknown,2
21482188,Curro,2014-09-18,"Málaga, Spain",within an hour,f,1
41984968,Chloé,2015-08-20,"Bordeaux, France",within an hour,f,1
30208536,Cristina,2015-03-29,"Dublin, Ireland",Unknown,f,1
44837750,Francisco,2015-09-22,"Málaga, Spain",within an hour,t,1
11844626,Noelia,2014-02-01,"Málaga, Spain",within an hour,f,1
540148761,Maria,2023-10-03,Unknown,within an hour,f,2
41246119,Miguel,2015-08-12,"Málaga, Spain",within an hour,f,1
252951910,Avenue Rooms,2019-04-03,Unknown,a few days or more,f,2
925534,Wolfgang,2011-08-05,"Berlin, Germany",within an hour,f,1
356479981,Maria,2020-07-15,Unknown,within a few hours,t,2
92652828,Salvador,2016-08-30,Unknown,Unknown,Unknown,3
546606762,Emilio,2023-11-15,"Málaga, Spain",Unknown,f,1
171995106,Victoria,2018-02-06,Unknown,within an hour,f,1
48333116,Carlos,2015-11-06,"Málaga, Spain",within a few hours,f,1
76071043,Jose Carlos,2016-06-06,"Granada, Spain",within an hour,f,1
452242513,Luona,2022-04-01,Unknown,within an hour,t,1
443207807,Laro Rentals,2022-02-02,Unknown,within an hour,f,4
576150341,Varduhi,2024-05-06,Unknown,within a few hours,f,1
218597928,Adori,2018-10-03,Unknown,within an hour,f,2
4971899,Fernando Y Ainhoa,2015-06-24,"Málaga, Spain",within an hour,f,2
546602727,Montse,2023-11-15,"Málaga, Spain",within a few hours,f,1
6768996,Claudio,2013-06-06,"Fuengirola, Spain",within an hour,f,1
29429642,Jose Manuel,2015-03-16,"Málaga, Spain",within an hour,t,1
541209449,GuestReady,2023-10-10,Unknown,within an hour,f,1
59693021,Maria Angeles,2016-02-21,"Málaga, Spain",within an hour,t,1
45595072,Viviana,2015-10-02,"Málaga, Spain",within an hour,f,2
440409886,Fran,2022-01-14,Unknown,within an hour,t,1
151245519,Kassandra,2017-09-19,"Málaga, Spain",within an hour,t,1
28050495,Sauce,2015-02-20,"Granada, Spain",within an hour,t,2
30960350,María,2015-04-10,"Málaga, Spain",within an hour,f,1
522303600,Estrella,2023-06-27,"Málaga, Spain",within an hour,f,1
443947157,Susana,2022-02-07,Unknown,within an hour,f,1
504849224,Pedro Miguel,2023-03-11,Unknown,Unknown,f,1
149407604,Francisco Javier,2017-09-06,"Málaga, Spain",within an hour,t,1
