reviews_id,listing_id,number_of_reviews,reviews_lastyear,reviews_last30days,review_scores_rating
6501,831278622133247661,31,23,0,4.87
6502,840499133515077010,28,16,0,4.75
6503,52085771,11,2,0,4.0
6504,49730648,69,14,0,4.68
6505,53107615,93,42,1,4.52
6506,4636583,150,44,3,4.75
6507,51720814,44,18,1,4.86
6508,49582677,21,4,0,4.71
6509,950196132898432008,31,31,0,4.94
6510,659527486959916560,1,0,0,5.0
6511,933094392172745052,0,0,0,Unknown
6512,12303424,431,54,6,4.48
6513,44328436,47,12,1,4.98
6514,3841561,102,17,2,4.73
6515,5173938,322,54,4,4.84
6516,51720991,24,8,2,4.67
6517,50844059,0,0,0,Unknown
6518,1084660207715867628,12,12,1,4.83
6519,23897931,83,21,2,4.55
6520,30032075,273,70,4,4.82
6521,34459961,83,18,2,4.66
6522,16098122,96,0,0,4.46
6523,806391437601310388,8,5,1,4.88
6524,43493192,30,10,1,4.8
6525,50135179,181,67,8,4.49
6526,19253292,173,56,2,4.52
6527,21660193,129,8,0,4.6
6528,32756419,237,55,5,4.94
6529,771501776216967865,20,8,3,4.3
6530,1179658816936832646,0,0,0,Unknown
6531,858061557479337805,15,11,0,4.73
6532,1028228214273244462,2,2,0,5.0
6533,45680535,98,29,0,4.65
6534,34660238,91,5,0,4.9
6535,928071019746088040,23,23,3,4.96
6536,12977852,29,16,0,4.79
6537,48624164,72,12,1,4.74
6538,45587827,81,10,1,4.62
6539,686128663525762772,45,31,1,4.38
6540,889755023857292664,1,1,0,5.0
6541,44688632,9,0,0,4.67
6542,53521097,1,1,0,4.0
6543,27676034,22,3,1,4.59
6544,939850557415734712,45,45,4,4.6
6545,35170848,232,30,1,4.53
6546,43994702,4,0,0,4.25
6547,33739175,89,20,0,4.55
6548,1172376022527863606,1,1,1,5.0
6549,1006287326387667447,37,37,3,4.92
6550,29535697,9,2,0,4.67
6551,888249757184595216,0,0,0,Unknown
6552,22804080,63,15,1,4.79
6553,29536270,5,0,0,4.8
6554,955649752917170485,19,19,2,4.11
6555,1141974600380028508,10,10,3,3.9
6556,23721004,186,18,1,4.77
6557,35170855,42,8,0,4.79
6558,30031263,210,50,3,4.81
6559,1081787354545576026,7,7,1,3.86
6560,923303518299451321,2,2,0,5.0
6561,1056480591998749035,0,0,0,Unknown
6562,1089954457181876025,3,3,1,5.0
6563,613517604623565801,11,9,1,5.0
6564,30003771,220,37,3,4.79
6565,1027319535922479466,2,2,0,4.5
6566,645714035612099230,4,1,0,5.0
6567,803406619916661654,23,7,1,4.87
6568,803397500710963936,28,9,0,4.82
6569,802747402351166124,76,52,3,4.75
6570,871408722718784675,7,4,0,4.57
6571,580445663623083906,17,1,0,4.71
6572,833158692301960580,24,18,1,4.29
6573,663436903209685781,34,14,1,4.65
6574,46126286,0,0,0,Unknown
6575,54300252,103,32,3,4.98
6576,588890517297552862,10,1,0,4.4
6577,1048480403188733076,11,11,0,4.91
6578,36187856,51,27,3,4.8
6579,18142622,244,13,0,4.75
6580,30617862,50,6,0,4.84
6581,1168650669942534724,1,1,1,5.0
6582,833956755323080351,3,3,0,5.0
6583,665620424036571751,1,1,0,4.0
6584,15442307,130,3,0,4.75
6585,1085905820743730154,17,17,2,4.65
6586,939652669032404366,15,15,0,4.67
6587,40704811,45,0,0,4.49
6588,51137425,89,12,0,4.63
6589,1072298401298382171,2,2,0,5.0
6590,1113774819575061672,10,10,1,4.2
6591,40704870,26,0,0,4.69
6592,13460898,35,19,2,4.23
6593,987401270002409097,25,25,2,4.8
6594,51418391,5,2,0,4.6
6595,914450597805371630,44,43,3,4.93
6596,1164571730928952014,1,1,1,5.0
6597,36966653,14,4,0,4.29
6598,11549868,118,20,2,4.59
6599,802595528558182079,1,0,0,1.0
6600,40058824,144,28,2,4.49
6601,1020941044717641529,0,0,0,Unknown
6602,51134224,143,56,2,4.89
6603,46726347,36,14,2,4.86
6604,49945078,181,66,4,4.82
6605,1164310141171830129,0,0,0,Unknown
6606,935911628415696609,20,20,2,5.0
6607,33628460,76,19,4,4.74
6608,769996704810162449,21,13,2,4.62
6609,1052180763898291411,2,2,0,5.0
6610,49531077,31,1,0,4.84
6611,848288865402995145,0,0,0,Unknown
6612,54029374,41,6,0,4.59
6613,25272218,270,71,5,4.6
6614,850823602889640361,0,0,0,Unknown
6615,1171544754402412732,2,2,2,3.0
6616,805087554937362925,10,8,0,5.0
6617,1112382036821648289,0,0,0,Unknown
6618,1128122677993683775,9,9,1,4.56
6619,1079039204304110636,7,7,0,4.86
6620,925403051937632259,0,0,0,Unknown
6621,893390231261251698,1,0,0,2.0
6622,44188713,14,7,0,4.64
6623,1084675147717737815,7,7,0,4.71
6624,616948261733404204,8,3,0,4.88
6625,43962693,6,0,0,5.0
6626,31030882,174,50,1,4.67
6627,1003385144894571553,19,19,3,4.58
6628,49157262,3,3,0,4.33
6629,24325257,20,3,0,4.55
6630,863558333224544939,3,3,0,4.33
6631,1084637173927138358,10,10,0,4.8
6632,965974145931045238,2,2,0,5.0
6633,30523665,28,7,0,4.86
6634,732040139250229000,59,59,5,4.88
6635,907685982121014608,17,17,2,4.82
6636,724826176097740315,0,0,0,Unknown
6637,1020137451685793021,38,38,7,5.0
6638,31077761,201,61,3,4.78
6639,29537185,2,0,0,5.0
6640,42970364,18,0,0,4.72
6641,1111462726921060284,0,0,0,Unknown
6642,1103628192671819965,8,8,4,5.0
6643,1125904450029244110,8,8,2,4.13
6644,6049288,97,19,1,4.82
6645,3648122,162,4,0,4.5
6646,689849702252373023,29,5,0,4.21
6647,17341376,140,0,0,4.56
6648,551499520128285701,71,42,2,4.99
6649,818800848595498063,6,6,2,4.83
6650,1112426434319056896,11,11,5,5.0
6651,580377070860026501,34,17,1,4.88
6652,1161641751423312019,2,2,2,5.0
6653,1077483547802452486,11,11,1,4.91
6654,1007191450158813515,9,9,0,4.56
6655,39021124,89,35,5,4.71
6656,1125930038442223846,0,0,0,Unknown
6657,1245707,148,9,0,4.5
6658,46521177,27,0,0,4.33
6659,24888809,126,31,4,4.83
6660,43277096,2,1,0,4.5
6661,664496718590333898,23,12,0,4.43
6662,599147170173942581,10,5,0,4.5
6663,20928339,111,30,1,4.71
6664,9489547,166,22,2,4.8
6665,957038993643292719,0,0,0,Unknown
6666,1157264725970546011,2,2,2,5.0
6667,787526614313646561,2,1,0,5.0
6668,909287709789466224,3,3,0,4.0
6669,954338383075687408,7,7,3,4.86
6670,54336314,8,2,0,4.63
6671,15950772,247,61,6,4.76
6672,48764984,159,57,6,4.79
6673,330760,56,6,1,4.51
6674,936546828229912076,36,36,2,4.56
6675,43289530,71,15,0,4.46
6676,24952537,46,4,0,4.72
6677,37646504,136,45,4,4.69
6678,895282307695255133,5,4,0,4.2
6679,1056483550298006670,20,20,4,5.0
6680,895345290549399116,26,26,0,4.92
6681,18016466,81,11,1,4.77
6682,50231145,10,10,5,4.9
6683,856409376490289714,31,19,1,4.45
6684,44471608,25,11,0,4.72
6685,53662021,30,4,2,4.47
6686,923701159865933312,0,0,0,Unknown
6687,36400931,6,3,0,5.0
6688,34419988,2,2,0,5.0
6689,18594798,181,23,1,4.69
6690,44570432,51,15,1,4.98
6691,1026642923106463065,12,12,0,4.5
6692,43195635,3,2,0,4.33
6693,52016851,8,4,0,4.75
6694,50691106,19,5,0,4.74
6695,5267716,21,3,0,4.33
6696,595407169984786956,32,14,0,4.88
6697,28655324,81,12,0,4.56
6698,730380903430154968,5,1,0,4.2
6699,721573214746944409,62,28,2,4.35
6700,50615914,38,23,1,4.34
6701,29077676,107,20,3,4.96
6702,30958146,39,7,1,4.82
6703,589747939192683683,8,0,0,4.88
6704,34805088,71,24,1,4.45
6705,990183,33,2,0,4.88
6706,23720848,222,35,3,4.84
6707,41490206,100,29,1,4.76
6708,32277654,102,9,1,4.61
6709,1030890427171751503,0,0,0,Unknown
6710,833145345375337608,19,13,1,4.47
6711,19129236,39,12,1,4.87
6712,34775472,176,32,2,4.4
6713,848509341463441366,43,39,2,4.84
6714,23756385,93,5,2,4.91
6715,49612225,170,67,3,4.78
6716,53521121,17,1,0,4.59
6717,508787,236,18,1,4.59
6718,28387060,142,48,2,4.89
6719,1181823455343624263,0,0,0,Unknown
6720,21360685,355,21,1,4.69
6721,930983273988996732,5,5,0,4.4
6722,6458138,147,35,4,4.67
6723,29036123,85,6,0,4.53
6724,1183913600302779880,0,0,0,Unknown
6725,5397890,161,18,1,4.59
6726,18070508,31,2,0,4.94
6727,43994705,6,2,0,4.67
6728,684516850355953969,4,2,0,5.0
6729,24640463,0,0,0,Unknown
6730,29254011,96,18,0,4.97
6731,27149895,147,30,2,4.74
6732,25493601,94,14,1,4.78
6733,993407510483536932,3,3,0,3.67
6734,635332627446384555,114,53,2,4.87
6735,42244282,93,34,3,4.46
6736,690990341762884369,32,20,1,4.84
6737,43994704,32,2,0,4.41
6738,1166522381078115706,0,0,0,Unknown
6739,23423364,249,37,4,4.88
6740,13938562,82,22,4,4.76
6741,23664120,218,48,2,4.49
6742,1023072468280475078,13,13,3,4.92
6743,928255260724713044,5,5,0,4.8
6744,22102208,172,44,3,4.78
6745,871590872710842941,3,1,1,5.0
6746,935320551802624902,4,4,1,4.25
6747,1120901238305571898,1,1,0,5.0
6748,935282967396569672,5,5,0,4.4
6749,689192766885217366,4,2,0,3.75
6750,20645394,15,6,0,4.4
6751,873540173964643208,1,1,0,5.0
6752,1061662133149601120,17,17,3,4.59
6753,1113027844809711407,3,3,0,4.0
6754,663801135203258935,2,0,0,5.0
6755,1130201735428296028,2,2,2,5.0
6756,773102203959943960,20,11,0,4.85
6757,714213619515175124,50,28,2,4.84
6758,1154211432769684776,0,0,0,Unknown
6759,15338752,173,2,0,4.82
6760,44423010,9,1,0,5.0
6761,562920764951978610,60,13,0,4.82
6762,990945095222393718,2,2,0,4.5
6763,1135288760105154558,0,0,0,Unknown
6764,53521155,8,0,0,4.75
6765,50310951,14,10,0,4.0
6766,19741202,74,18,0,4.91
6767,1174537355739580280,6,6,6,4.33
6768,52362896,1,0,0,5.0
6769,1172613669948170448,0,0,0,Unknown
6770,17904890,18,10,1,4.67
6771,1125431924094478475,11,11,5,5.0
6772,52520880,20,9,0,4.75
6773,1025958622418496396,8,8,1,4.88
6774,44408616,104,30,3,4.99
6775,39813140,21,4,1,4.95
6776,749258261295533795,94,54,6,4.8
6777,939573034046863552,3,3,0,4.0
6778,1153330572964423042,1,1,1,5.0
6779,1087521960910106495,5,5,2,5.0
6780,634046,81,5,1,4.68
6781,22083472,37,11,2,5.0
6782,935413214048310782,2,2,0,3.0
6783,1124806511409303372,10,10,10,5.0
6784,972555019787283606,0,0,0,Unknown
6785,682473844383027019,4,4,0,5.0
6786,1189592892539544511,0,0,0,Unknown
6787,51746678,78,28,0,4.76
6788,1143452162168229715,0,0,0,Unknown
6789,835510332335153784,16,10,1,4.56
6790,44437901,7,3,0,4.29
6791,30572553,4,3,0,5.0
6792,7599041,521,45,4,4.81
6793,15356554,359,48,5,4.86
6794,35868033,47,7,0,4.7
6795,23876315,250,67,5,4.46
6796,945378349779630319,72,72,0,4.94
6797,644262510972272607,34,13,1,4.82
6798,1007761445260125786,6,6,2,4.33
6799,896919065034738394,41,41,4,4.93
6800,1155696938346809367,0,0,0,Unknown
6801,847182955278168394,12,11,1,4.92
6802,856307124014444793,24,24,2,4.92
6803,50450061,63,9,0,4.89
6804,869518746230012709,2,0,0,5.0
6805,801285279930541201,24,12,2,4.79
6806,1437839,166,18,2,4.73
6807,993419234722386105,2,2,0,3.0
6808,5155803,16,0,0,4.19
6809,668516771242989357,8,4,0,4.75
6810,21039345,229,52,6,4.41
6811,5318561,48,9,0,4.67
6812,51389067,67,17,0,4.78
6813,505688,231,26,0,4.7
6814,12301122,204,36,3,4.88
6815,52509880,41,13,0,4.59
6816,24059916,178,27,1,4.47
6817,30003157,53,18,0,4.74
6818,43994711,17,3,0,4.71
6819,42516844,169,71,8,4.78
6820,1087561425701166980,20,20,4,4.85
6821,30031682,258,61,3,4.85
6822,12825323,255,48,4,4.91
6823,602653661987557877,2,0,0,5.0
6824,742515312556960179,23,9,2,4.74
6825,1016507064093217291,11,11,2,4.45
6826,49730645,79,4,0,4.63
6827,658425362409242666,35,19,1,4.77
6828,728871568740983717,44,27,3,4.93
6829,713035706522468309,12,5,0,4.0
6830,13907052,84,23,3,4.71
6831,14351334,96,25,3,4.64
6832,22337506,128,27,3,4.95
6833,27432296,223,33,2,4.91
6834,51581485,51,6,2,4.8
6835,15045477,46,16,1,4.87
6836,14040120,157,25,2,4.89
6837,12284172,129,8,0,4.74
6838,875068862631799646,36,33,5,4.89
6839,26326614,74,0,0,4.77
6840,50962602,14,5,0,4.79
6841,35170862,85,17,1,4.51
6842,26318847,196,47,1,4.72
6843,1123088038263778810,3,3,0,5.0
6844,1163723456900997475,0,0,0,Unknown
6845,44020160,9,2,1,5.0
6846,959082184429629103,16,16,6,4.75
6847,49730652,75,10,1,4.73
6848,833773505782984132,14,9,1,4.86
6849,1081603609498725963,0,0,0,Unknown
6850,897530989327240233,27,27,3,4.63
6851,6058531,6,0,0,5.0
6852,1025234761415391480,6,6,1,4.83
6853,5377809,188,20,1,4.95
6854,39520124,53,12,0,4.81
6855,6937483,179,23,2,4.75
6856,808494643231549641,1,1,0,5.0
6857,23987915,220,47,0,4.39
6858,17043166,141,21,2,4.77
6859,1157125279471095680,1,1,1,5.0
6860,854185627583614509,0,0,0,Unknown
6861,1089785221595149106,1,1,0,1.0
6862,23768112,15,1,0,4.87
6863,42982113,97,6,0,4.47
6864,19063088,18,1,0,4.61
6865,593945584703141987,17,8,2,4.82
6866,49895115,80,31,3,4.75
6867,34645411,15,3,0,4.87
6868,880375396801226296,10,10,1,5.0
6869,53521212,3,1,0,5.0
6870,50277200,90,43,4,4.73
6871,11257496,66,27,2,4.82
6872,4270359,412,45,0,4.78
6873,10743354,115,9,0,4.87
6874,957874766233558821,22,22,1,4.82
6875,31987373,136,39,3,4.65
6876,552839619485973744,15,8,0,5.0
6877,1118877884451308115,0,0,0,Unknown
6878,42222753,57,13,2,4.88
6879,19495955,111,65,5,4.81
6880,1068810549145616145,3,3,1,5.0
6881,51740168,28,21,1,4.46
6882,12596534,166,12,1,4.83
6883,1158544498421896590,0,0,0,Unknown
6884,919503005078887921,42,42,2,4.83
6885,608619295959475925,78,44,4,4.65
6886,1171591126883108861,0,0,0,Unknown
6887,1161939541693515845,0,0,0,Unknown
6888,1112877661465901176,16,16,4,4.75
6889,645636829438505368,1,0,0,5.0
6890,947026004042750831,6,6,0,4.5
6891,897531034755791312,37,34,3,4.89
6892,35393517,197,89,1,4.73
6893,1131022484594487619,0,0,0,Unknown
6894,24962494,217,34,3,4.81
6895,687152537247471105,20,6,0,4.55
6896,889755357803949358,14,14,0,4.79
6897,945001065728232054,17,17,2,4.94
6898,28647390,132,34,5,4.61
6899,830873627747772516,21,17,0,4.76
6900,833821092870227091,18,18,2,4.89
6901,7320001,111,15,2,4.9
6902,1044929752886752345,22,22,1,4.86
6903,912813277402953223,1,1,0,5.0
6904,34633890,122,31,4,4.73
6905,53350936,50,11,0,4.86
6906,1159822399588658033,2,2,2,5.0
6907,26614634,165,52,2,4.61
6908,803451195209850905,15,9,0,4.27
6909,52016861,15,6,0,4.73
6910,12837654,0,0,0,Unknown
6911,19277299,90,17,0,4.92
6912,903452939100568883,17,11,0,5.0
6913,1094952631049519418,14,14,2,4.0
6914,2595719,76,10,1,4.68
6915,669960146228530462,1,1,0,5.0
6916,1131137775001653854,0,0,0,Unknown
6917,1183447131516284529,0,0,0,Unknown
6918,51314419,95,45,3,4.85
6919,51534770,116,36,2,4.87
6920,49413521,81,30,4,4.86
6921,858435718920228595,22,20,1,4.91
6922,643868139643452122,36,19,0,4.06
6923,40704784,3,0,0,5.0
6924,1183424360987576750,0,0,0,Unknown
6925,40704843,3,0,0,4.33
6926,802200665841538060,56,42,0,4.91
6927,658010059209266994,7,3,0,4.57
6928,772219566567025826,30,25,2,4.73
6929,23855518,2,0,0,5.0
6930,645716693193154741,5,0,0,5.0
6931,4682525,346,55,4,4.64
6932,947720152213487634,8,8,1,4.13
6933,53521192,33,2,0,4.82
6934,26112477,171,22,0,4.47
6935,24845065,136,18,1,4.86
6936,43994703,6,0,0,4.5
6937,993424461933491194,5,5,1,4.4
6938,1113649370911756441,0,0,0,Unknown
6939,4277536,337,46,1,4.9
6940,641931877195713640,11,3,0,4.36
6941,810737046729178193,23,16,2,4.61
6942,45627596,15,0,0,4.47
6943,16226003,144,27,1,4.68
6944,22936233,248,38,0,4.95
6945,51758755,123,51,2,4.82
6946,578335617070534500,141,59,2,4.87
6947,30600604,8,4,1,4.38
6948,899169768195469913,1,1,0,5.0
6949,1147949778318800661,0,0,0,Unknown
6950,562414550082298803,7,3,0,4.86
6951,43571886,42,15,2,5.0
6952,19024635,20,1,0,4.75
6953,1155777543823812321,0,0,0,Unknown
6954,1167482135053324426,1,1,1,5.0
6955,913630062598643623,9,9,0,4.78
6956,14097693,23,4,0,4.35
6957,34144247,18,9,0,4.94
6958,24926702,11,0,0,4.45
6959,24926718,11,0,0,4.64
6960,25159926,32,0,0,4.69
6961,26775029,57,1,0,4.84
6962,31845037,238,41,0,4.67
6963,49783864,26,13,1,4.54
6964,35170845,17,2,0,4.71
6965,35170850,79,20,1,4.51
6966,36060112,6,0,0,4.0
6967,891996519378899741,23,22,3,5.0
6968,35588787,10,2,0,5.0
6969,1131842983322737080,0,0,0,Unknown
6970,51900316,17,6,0,4.41
6971,33086798,26,7,0,4.42
6972,16287384,49,3,0,4.73
6973,46216623,2,2,0,4.0
6974,46241300,7,0,0,4.86
6975,49578874,2,2,0,2.5
6976,588864488927742251,26,1,0,4.65
6977,49870474,16,4,0,4.88
6978,49804048,83,29,1,4.9
6979,19889019,19,6,0,4.37
6980,50842041,3,3,0,4.0
6981,562078611566070899,19,2,0,4.84
6982,619282191849023655,5,0,0,4.6
6983,638112055518202385,27,10,1,4.41
6984,53056552,87,7,1,4.91
6985,734555960865366343,1,0,0,5.0
6986,736659957578402522,0,0,0,Unknown
6987,736660630398641112,1,1,0,5.0
6988,736662791595369753,0,0,0,Unknown
6989,746162198579152359,4,4,0,3.5
6990,736662180606015300,0,0,0,Unknown
6991,637021907900093230,1,1,1,5.0
6992,689903734604558792,1,1,0,5.0
6993,749610867227412713,0,0,0,Unknown
6994,564221324460649177,69,36,4,4.86
6995,757600328548773820,1,1,0,4.0
6996,654870739773787917,6,3,0,4.67
6997,1188233764099181686,0,0,0,Unknown
6998,1137356813451975138,8,8,3,4.63
6999,851349549880231791,1,1,0,5.0
7000,761471506573443243,1,1,0,5.0
7001,21102762,322,47,3,4.89
7002,581564516405408962,26,0,0,4.65
7003,1180987214265790649,0,0,0,Unknown
7004,850507992223001625,56,42,2,4.48
7005,928675800529767649,28,28,2,5.0
7006,929329200368972912,2,2,0,4.5
7007,929401777688573010,1,1,0,3.0
7008,929404871971881245,2,2,0,3.0
7009,936670295827008851,0,0,0,Unknown
7010,936644759417390115,0,0,0,Unknown
7011,50108168,43,18,1,4.95
7012,934126839739911612,3,3,0,5.0
7013,935492387538254783,1,1,0,5.0
7014,1085546669923196004,2,2,0,3.5
7015,1024084025878966793,0,0,0,Unknown
7016,1031858964149323517,0,0,0,Unknown
7017,1037523283825139764,1,1,0,1.0
7018,1141266303586022856,0,0,0,Unknown
7019,1136720593358128327,0,0,0,Unknown
7020,1145439198576425232,0,0,0,Unknown
7021,667884367089799222,18,14,1,4.65
7022,52376418,97,47,4,4.65
7023,19992649,97,17,1,4.77
7024,1130254958140309136,5,5,2,5.0
7025,29054657,89,31,4,4.79
7026,1072338857257093902,6,6,1,4.33
7027,50793443,205,91,4,4.9
7028,25241429,226,43,8,4.53
7029,52204453,277,106,4,4.64
7030,37166942,185,77,5,4.72
7031,5054197,115,7,1,4.61
7032,835526253077679848,2,1,0,4.5
7033,24137423,4,1,1,5.0
7034,50026527,74,21,0,4.65
7035,963844663039949765,0,0,0,Unknown
7036,52560469,30,17,1,4.67
7037,13197127,6,0,0,3.0
7038,581660990406003766,25,4,0,4.52
7039,1100508720579333409,7,7,4,5.0
7040,1034036620644317566,21,21,4,4.9
7041,947076123567206819,7,7,0,4.71
7042,582633138933188407,138,65,3,4.73
7043,852029559511473795,1,0,0,5.0
7044,894211803762611659,3,3,0,5.0
7045,724010995486650174,3,1,0,4.33
7046,948243895077780700,47,47,3,4.96
7047,628680011189831104,11,1,0,4.64
7048,1110924807021298885,15,15,5,4.93
7049,645641100283398201,107,46,1,4.69
7050,23823312,9,0,0,4.44
7051,20669302,234,22,3,4.91
7052,49878512,94,24,1,4.86
7053,19429207,11,1,0,4.36
7054,39772841,51,14,1,4.75
7055,19067673,26,2,0,4.96
7056,597073785697421497,56,19,2,4.75
7057,42224606,14,2,0,4.86
7058,43290819,66,20,0,4.62
7059,23849328,202,13,0,4.72
7060,45130127,2,0,0,5.0
7061,1121576354137491637,0,0,0,Unknown
7062,47086347,6,0,0,4.33
7063,939659071089298438,30,30,2,4.67
7064,871593449221377499,4,4,1,5.0
7065,34968401,43,1,0,4.7
7066,28537345,76,13,2,4.62
7067,49730651,56,7,0,4.5
7068,1151258354283998821,6,6,3,5.0
7069,1127313046974302312,3,3,0,4.67
7070,1182793377942475245,1,1,1,5.0
7071,44473122,9,5,0,4.33
7072,22275834,189,42,1,4.58
7073,562379866429671645,55,6,0,4.8
7074,932601816936901543,5,5,0,5.0
7075,689464101006573648,30,14,1,4.97
7076,935320305881394271,9,9,0,4.67
7077,597498563046101901,61,24,1,4.97
7078,736820350673632021,1,0,0,5.0
7079,54092165,120,69,6,4.68
7080,35062479,7,0,0,4.43
7081,1094285607712157979,1,1,0,5.0
7082,654113650608066653,4,1,0,4.25
7083,678682404577777928,0,0,0,Unknown
7084,826739818492712371,45,33,3,4.93
7085,43195892,3,1,0,5.0
7086,42710808,0,0,0,Unknown
7087,50614921,11,4,0,4.18
7088,1157755341404495398,6,6,5,4.83
7089,48751837,2,0,0,5.0
7090,53027183,111,35,1,4.87
7091,1069729126157262118,11,11,5,5.0
7092,1030344781514187977,2,2,1,5.0
7093,19311177,293,65,4,4.9
7094,53462637,39,24,2,4.92
7095,42312701,15,1,0,4.4
7096,36253807,14,3,0,4.29
7097,893966915239592902,0,0,0,Unknown
7098,31299081,10,0,0,4.3
7099,950576514985820749,53,53,9,4.75
7100,1108610500362194690,5,5,0,4.8
7101,48751839,5,0,0,3.8
7102,924681243158880915,0,0,0,Unknown
7103,1055785794645624751,0,0,0,Unknown
7104,923773950391904720,0,0,0,Unknown
7105,979431933745957532,42,42,5,4.95
7106,39863900,0,0,0,Unknown
7107,582631250446713138,165,81,7,4.68
7108,1006333507920666511,4,4,0,4.5
7109,582615879312826954,137,88,6,4.69
7110,582634326971819827,145,71,5,4.74
7111,1121635723998540352,3,3,0,4.67
7112,14447529,82,37,6,4.73
7113,1078229549130483838,4,4,1,5.0
7114,14208829,19,3,2,4.74
7115,663620072184595733,0,0,0,Unknown
7116,18694032,242,76,4,4.83
7117,5891379,6,3,0,5.0
7118,704760902122994885,0,0,0,Unknown
7119,35115673,16,0,0,4.69
7120,25346662,289,79,4,4.8
7121,47766567,44,2,0,4.5
7122,910903391965584485,0,0,0,Unknown
7123,1105919353542168924,1,1,0,4.0
7124,563431397385870578,8,0,0,4.38
7125,34283268,375,93,4,4.94
7126,1153284829538532997,2,2,1,5.0
7127,42996020,19,1,0,4.26
7128,1150474242838614828,1,1,0,5.0
7129,1165813281567658047,1,1,1,5.0
7130,765217345255027645,94,52,6,4.91
7131,1078985453658812237,32,32,3,3.94
7132,52699611,10,6,0,4.4
7133,36128398,13,2,0,4.08
7134,663620724323284834,0,0,0,Unknown
7135,873739369549579710,10,6,0,4.7
7136,1125889065048279727,7,7,2,4.71
7137,1157056843447350020,0,0,0,Unknown
7138,53778977,30,7,0,4.8
7139,1097262517985079209,0,0,0,Unknown
7140,24447865,39,7,0,4.59
7141,26762871,302,41,2,4.73
7142,27477990,340,67,6,4.87
7143,1130488435656131267,0,0,0,Unknown
7144,26035370,81,18,4,4.84
7145,12847340,7,0,0,4.86
7146,1169185291442281662,0,0,0,Unknown
7147,736661562534841515,0,0,0,Unknown
7148,918825475470849879,0,0,0,Unknown
7149,645622683646833657,6,4,0,5.0
7150,35857177,42,6,0,4.81
7151,659778100028954141,3,1,0,5.0
7152,663620713733867375,2,1,0,4.5
7153,20882292,0,0,0,Unknown
7154,50974417,105,33,1,4.75
7155,20995265,250,55,8,4.85
7156,1161301975210163973,3,3,3,5.0
7157,546195248392318444,6,4,0,4.5
7158,829504392455768322,5,5,0,4.2
7159,36555956,17,6,1,4.59
7160,1152627832588444551,0,0,0,Unknown
7161,9347071,419,25,4,4.88
7162,31038580,27,8,0,4.48
7163,597602545049031504,5,3,1,5.0
7164,1141193078351946533,3,3,2,4.67
7165,24911676,37,3,0,4.86
7166,1159419218529078663,0,0,0,Unknown
7167,22682071,19,4,0,4.89
7168,852016241833894441,1,0,0,5.0
7169,52230676,119,56,10,4.78
7170,49473368,81,27,2,4.88
7171,10943196,493,59,4,4.64
7172,46521176,22,3,0,4.55
7173,1087559199106746505,4,4,0,5.0
7174,46831453,1,0,0,5.0
7175,949982527086477777,1,1,0,5.0
7176,1039660904236868307,12,12,1,4.92
7177,42791001,94,46,4,4.95
7178,767106238161654566,13,10,0,4.85
7179,7455321,468,23,1,4.62
7180,1184663285387412166,0,0,0,Unknown
7181,769990963230363219,2,1,0,5.0
7182,930406560577264331,0,0,0,Unknown
7183,994682236101246847,31,31,3,4.94
7184,673195629940745519,25,11,4,4.84
7185,1065068953877929938,10,10,2,4.8
7186,897789097030138930,4,3,0,4.25
7187,780524638693422612,75,46,1,4.71
7188,17484842,250,38,2,4.84
7189,23031364,147,30,3,4.94
7190,1136022796266948915,2,2,2,5.0
7191,45139096,26,16,3,4.46
7192,12082434,167,18,0,4.92
7193,51705813,86,32,3,4.72
7194,1089133355978846616,18,18,0,4.89
7195,651341979368099086,5,5,0,3.6
7196,35530946,43,5,1,4.95
7197,18132522,96,19,2,4.73
7198,693894882018196958,47,33,5,4.68
7199,720921207592324565,0,0,0,Unknown
7200,981066512768672357,6,6,2,5.0
7201,32766698,130,30,3,4.82
7202,1067317799425840299,1,1,0,5.0
7203,1005635735240989388,65,65,7,4.77
7204,833305418484884389,5,5,0,4.8
7205,924480941393057927,31,31,2,4.65
7206,772837702490300159,11,7,0,4.91
7207,899041237718854671,4,4,0,5.0
7208,53939617,47,23,3,4.77
7209,770002982589776020,11,4,2,4.55
7210,18447026,82,14,1,4.66
7211,1163737920978276263,0,0,0,Unknown
7212,1151329687303826175,2,2,2,5.0
7213,687047691586609922,0,0,0,Unknown
7214,796861835434956235,2,1,0,5.0
7215,32994688,62,21,1,4.92
7216,855651036733812130,3,3,0,4.67
7217,1172517204120988199,2,2,2,4.5
7218,9857803,160,37,2,4.76
7219,33181047,154,83,7,4.49
7220,1036199539748446753,2,2,0,4.0
7221,593968390603564313,28,2,0,4.07
7222,31552211,13,0,0,3.85
7223,14208133,101,18,0,4.62
7224,1101221796961675418,0,0,0,Unknown
7225,897602091378392204,9,9,0,4.89
7226,1044658027365026668,13,13,1,5.0
7227,815159045204585610,16,11,0,4.88
7228,26546433,66,1,1,4.77
7229,562116243551819739,3,0,0,4.67
7230,10989507,69,28,2,4.61
7231,1077398504887838465,1,1,0,5.0
7232,964336218094036051,28,28,0,4.36
7233,1036969186739782516,13,13,1,4.62
7234,49204768,1,0,0,5.0
7235,42064650,51,8,0,4.57
7236,34650010,35,5,0,4.31
7237,1154224346127282148,1,1,1,5.0
7238,49681758,7,0,0,5.0
7239,14091303,22,5,1,4.23
