listing_id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_is_superhost,host_listings_count,longitude,latitude,room_type,accommodates,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,instant_bookable,reviews_per_month,base_price
897965323959926159,390203594,Marketing Accommodation,2021-02-26,Unknown,within an hour,85%,f,35,-4.42688,36.71162,Entire home/apt,7,2,2,0,4.0,f,0.17,213
601451278062428292,49685903,María Victoria,2015-11-23,"Andalusia, Spain",within an hour,100%,f,2,-4.42495,36.71269,Private room,4,4,3,0,5.0,t,0.15,90
1135995216127346191,572580148,Alejandro,2024-04-16,Unknown,Unknown,Unknown,f,1,-4.421537766365044,36.73010339021872,Entire home/apt,2,0,0,0,Unknown,f,Unknown,100
6675426,34938050,Antonio Javier,2015-06-03,"Málaga, Spain",within a few hours,100%,f,1,-4.37103,36.72294,Entire home/apt,4,116,13,0,4.59,f,1.06,99
49300502,19957169,Comam,2014-08-13,"Málaga, Spain",within an hour,100%,t,7,-4.427974164085537,36.71058115526483,Entire home/apt,2,40,4,0,4.88,t,1.07,99
10541452,54358669,Pedro,2016-01-12,"Málaga, Spain",within an hour,100%,t,2,-4.43416,36.70176,Entire home/apt,6,138,30,1,4.96,f,1.37,97
1087016885259690028,351527922,María,2020-06-23,Unknown,within an hour,100%,f,2,-4.393411899999991,36.72321042831592,Entire home/apt,2,2,2,2,5.0,f,2.0,70
1033283007535103539,427486083,Francisco,2021-10-15,"Málaga, Spain",within an hour,100%,f,2,-4.4399694,36.7265266,Entire home/apt,4,5,5,0,4.6,t,0.72,80
598284244087063592,397053855,Sharing,2021-04-15,Unknown,within an hour,98%,f,137,-4.43065,36.71061,Entire home/apt,4,23,8,1,4.78,t,0.86,70
23849464,89705945,Antonio.,2016-08-13,"Málaga, Spain",within an hour,100%,f,61,-4.41515,36.73387,Entire home/apt,7,90,13,1,4.58,t,1.18,10
1189159887775289628,586289946,Marta,2024-06-28,Unknown,Unknown,Unknown,f,2,-4.373418105896755,36.72439747451392,Entire home/apt,6,0,0,0,Unknown,f,Unknown,190
1120893763280360844,568500537,Jose,2024-03-23,Unknown,within an hour,81%,f,2,-4.435061720966885,36.72510396900867,Entire home/apt,4,1,1,1,5.0,f,1.0,2443
1115758791750979178,164238204,Carlos,2017-12-26,Unknown,within an hour,100%,f,14,-4.434276369913487,36.724614830011966,Entire home/apt,4,6,6,3,4.5,t,2.43,80
24039849,60916835,Kenneth Slotterøy,2016-02-29,"Oslo, Norway",Unknown,Unknown,f,1,-4.38006,36.72389,Entire home/apt,4,5,0,0,5.0,f,0.07,92
1169503013645825662,483539019,Remy,2022-10-14,"Andalusia, Spain",within an hour,100%,f,4,-4.439827699999999,36.7141903,Entire home/apt,4,1,1,1,3.0,t,1.0,1500
33413946,75915976,Alberto,2016-06-05,"Málaga, Spain",within an hour,100%,t,1,-4.35468,36.72661,Entire home/apt,4,98,42,2,4.87,t,1.56,69
38570094,51784277,Stefano,2015-12-20,"Marbella, Spain",within an hour,100%,f,110,-4.41628,36.73354,Entire home/apt,6,58,10,2,4.66,f,1.02,69
20406008,30522072,Juan M,2015-04-03,"Málaga, Spain",within an hour,100%,t,19,-4.35687,36.7207,Entire home/apt,3,32,4,0,4.81,t,0.39,90
17583718,115528688,Javier,2017-02-08,"Málaga, Spain",within an hour,100%,f,123,-4.41085,36.72109,Entire home/apt,2,20,3,0,4.25,t,0.23,60
883862279578487464,508832558,Carmen María,2023-04-06,Unknown,a few days or more,40%,f,2,-4.3734662,36.7213327,Entire home/apt,4,4,2,0,4.25,f,0.29,90
1020939598338631451,532178497,Ana Miriam,2023-08-16,"Málaga, Spain",within an hour,100%,f,1,-4.434225350356854,36.70544867815423,Entire home/apt,5,1,1,1,5.0,f,1.0,200
1095479674233186437,104929310,Natalie,2016-11-23,"State of São Paulo, Brazil",within an hour,100%,f,1,-4.439256418038249,36.72040449795202,Entire home/apt,6,6,6,3,5.0,f,2.12,122
1100710783160435076,117253760,Cubo'S Holiday Homes.,2017-02-20,"Málaga, Spain",within an hour,94%,f,379,-4.4327765634536025,36.70829885379551,Entire home/apt,5,2,2,0,5.0,t,0.57,71
1117964114230395026,80839530,Homerti,2016-06-30,Unknown,within an hour,99%,f,1214,-4.42319,36.74007,Entire home/apt,3,2,2,1,4.5,t,1.46,224
24587239,126604177,WonderStays,2017-04-19,"Málaga, Spain",within an hour,100%,Unknown,22,-4.36213,36.71981,Entire home/apt,8,22,6,0,4.68,t,0.3,100
974794705682645841,24525026,Carolina,2014-12-05,"Málaga, Spain",within a few hours,99%,f,39,-4.4344398,36.7088325,Entire home/apt,6,31,31,0,4.32,f,3.2,65
48898701,16646893,Haseeb,2014-06-11,"Barcelona, Spain",within a day,100%,f,2,-4.37588,36.77309,Entire home/apt,6,0,0,0,Unknown,f,Unknown,145
676006632474038194,307924495,Jonathan,2019-11-07,Spain,within a few hours,100%,t,2,-4.41613,36.7336,Private room,2,10,5,0,4.7,f,0.44,40
20318919,16663600,Maria,2014-06-11,"Málaga, Spain",within a day,100%,t,6,-4.4117,36.71757,Entire home/apt,4,127,30,0,4.95,f,1.56,90
1173183411265063729,581505890,Alicia,2024-06-04,"Málaga, Spain",within an hour,100%,f,3,-4.3689920931240565,36.7223883722512,Private room,2,3,3,3,4.67,t,3.0,150
748277674305330893,466361474,Juan,2022-06-27,"Málaga, Spain",within an hour,100%,t,1,-4.43836,36.70541,Entire home/apt,6,41,30,5,4.78,f,2.1,120
44006093,352489315,Beatriz,2020-06-29,Unknown,Unknown,Unknown,f,1,-4.44236,36.69871,Entire home/apt,6,37,10,0,4.65,f,0.94,80
689544158376150173,17158563,Sabrina,2014-06-23,"Lauingen, Germany",within a few hours,100%,f,2,-4.4332692,36.723888,Entire home/apt,6,54,23,1,4.59,f,2.37,47
1108795413851069747,115528688,Javier,2017-02-08,"Málaga, Spain",within an hour,100%,f,123,-4.4371885,36.7083373,Entire home/apt,2,0,0,0,Unknown,t,Unknown,60
1157762921686356784,3042898,Francisca,2012-07-24,"Malaga, Spain",Unknown,Unknown,f,8,-4.444585845245341,36.696068311324495,Entire home/apt,3,0,0,0,Unknown,t,Unknown,100
32536059,244492011,Sunset Málaga Apartments,2019-02-21,Unknown,within an hour,100%,f,57,-4.410276889801025,36.71913528442383,Entire home/apt,8,41,3,0,4.54,t,0.65,239
2457257,10010991,Eva,2013-11-14,"Brighton, United Kingdom",within an hour,100%,t,1,-4.41113,36.72859,Entire home/apt,4,273,9,0,4.9,f,3.27,189
610010884672308626,178441175,Pablo,2018-03-14,"Málaga, Spain",within an hour,100%,f,16,-4.44165,36.70257,Entire home/apt,6,13,6,0,4.77,t,0.53,100
35381834,122192933,Marian,2017-03-23,"Málaga, Spain",within an hour,100%,t,1,-4.40832,36.71997,Entire home/apt,4,29,16,2,4.76,f,0.49,145
1136076441119342987,115528688,Javier,2017-02-08,"Málaga, Spain",within an hour,100%,f,123,-4.4371885,36.7083373,Entire home/apt,3,1,1,1,4.0,t,1.0,60
26355013,198193810,Carlos,2018-06-26,"Málaga, Spain",within a few hours,100%,t,1,-4.41255,36.71926,Entire home/apt,2,38,8,0,4.89,t,0.53,89
3149221,8544512,Malaga Center Flat,2013-08-31,"Málaga, Spain",within an hour,98%,f,73,-4.41208,36.71659,Entire home/apt,7,170,20,0,4.74,t,1.39,222
1164709415099935233,576330493,Patricia,2024-05-07,Unknown,a few days or more,43%,f,5,-4.463934389493682,36.70918445163593,Entire home/apt,5,0,0,0,Unknown,f,Unknown,101
1171739690295116764,581505890,Alicia,2024-06-04,"Málaga, Spain",within an hour,100%,f,3,-4.3695616,36.7220884,Private room,2,0,0,0,Unknown,t,Unknown,150
1013600629610815767,45749342,Malagasuite Showroom,2015-10-04,"Málaga, Spain",within an hour,98%,f,110,-4.437919891698237,36.703275391986935,Entire home/apt,6,9,9,1,4.33,t,1.14,98
1146406742754470927,77225643,Josue,2016-06-12,"Ciudad Real, Spain",within an hour,100%,t,5,-4.442407514022093,36.702339669278906,Entire home/apt,5,2,2,1,5.0,t,1.05,177
38721440,244492011,Sunset Málaga Apartments,2019-02-21,Unknown,within an hour,100%,f,57,-4.410276889801025,36.71965026855469,Entire home/apt,5,31,6,0,4.16,t,0.55,99
17583720,115528688,Javier,2017-02-08,"Málaga, Spain",within an hour,100%,f,123,-4.4269,36.72549,Entire home/apt,4,27,7,0,4.44,t,0.46,70
28044711,211834907,Salvador,2018-08-26,"Málaga, Spain",within an hour,100%,t,1,-4.42396,36.7288,Entire home/apt,5,89,13,0,4.82,t,1.27,170
588126377604454434,397053855,Sharing,2021-04-15,Unknown,within an hour,98%,f,137,-4.42652,36.72589,Entire home/apt,2,25,7,1,4.52,t,0.92,59
1089177695293802037,561538203,Juan Jesus,2024-02-11,Unknown,within an hour,100%,f,4,-4.434094168245792,36.70232363251646,Private room,3,6,6,4,4.83,f,4.0,30
1026595722244974537,45749342,Malagasuite Showroom,2015-10-04,"Málaga, Spain",within an hour,98%,f,110,-4.434767803752614,36.7267687973323,Entire home/apt,4,4,4,0,4.75,t,0.56,98
1176830486304574193,80633090,Hogar De Domingo,2016-06-29,"Málaga, Spain",within an hour,100%,f,5,-4.43340847139177,36.72089158865433,Entire home/apt,5,0,0,0,Unknown,t,Unknown,190
1155106631315934014,576802531,Maria,2024-05-10,"Málaga, Spain",within an hour,100%,f,2,-4.372148735581975,36.72057310365828,Entire home/apt,4,0,0,0,Unknown,f,Unknown,110
29430173,136221232,Jose Antonio,2017-06-21,"Málaga, Spain",Unknown,Unknown,f,1,-4.3552,36.71787,Entire home/apt,2,7,4,0,4.86,f,0.11,40
857759659637505907,453777166,Francisco,2022-04-11,Unknown,a few days or more,0%,f,28,-4.443403210081421,36.71781370554696,Entire home/apt,4,10,10,2,4.7,t,0.96,838
677200597356095198,471053147,Alfonso,2022-07-23,Unknown,within an hour,100%,f,3,-4.428,36.72123,Entire home/apt,2,6,5,1,5.0,f,0.37,70
944783504043599364,126429738,Steffen,2017-04-18,"Andalusia, Spain",within an hour,100%,t,74,-4.426500733069333,36.7212271011656,Entire home/apt,2,8,8,1,5.0,t,0.75,149
687752552020650108,33031786,Rodrigo,2015-05-10,"Alhaurín de la Torre, Spain",within an hour,100%,f,4,-4.42536,36.72817,Entire home/apt,6,4,1,0,4.5,f,0.17,300
37228073,40468964,Kerstin,2015-08-04,Unknown,within an hour,100%,f,1,-4.421012,36.727039,Entire home/apt,2,23,2,1,4.91,t,0.39,67
34929888,42508299,Iris,2015-08-25,"Málaga, Spain",within an hour,100%,t,5,-4.42915,36.7184,Private room,1,106,27,1,4.79,f,1.75,45
19924617,62271461,José Agustin,2016-03-09,"Málaga, Spain",within an hour,100%,f,9,-4.43001,36.72079,Entire home/apt,8,105,15,1,4.72,t,1.25,100
23728352,338832,Christina & Victor,2011-01-07,"Málaga, Spain",within a few hours,93%,t,7,-4.429319,36.723164,Entire home/apt,4,88,44,4,4.85,f,1.86,80
34833784,201136453,Kety,2018-07-09,"Málaga, Spain",within an hour,100%,t,4,-4.41726,36.72257,Entire home/apt,4,262,60,7,4.93,t,4.21,65
1142715496330073970,1432631,Peachy Stays,2011-11-22,Unknown,within an hour,100%,f,3,-4.4272146745910685,36.72497981372858,Entire home/apt,6,3,3,3,4.33,t,3.0,250
1168802987785289103,16678614,Valeria,2014-06-11,"Málaga, Spain",within an hour,100%,t,2,-4.4212295,36.7262449,Entire home/apt,2,2,2,2,5.0,t,2.0,76
677200662978197186,471053147,Alfonso,2022-07-23,Unknown,within an hour,100%,f,3,-4.42795,36.72252,Entire home/apt,2,0,0,0,Unknown,t,Unknown,70
28226148,12963003,Maria Jesus,2014-03-09,"Málaga, Spain",within a few hours,100%,f,6,-4.4258,36.72501,Entire home/apt,2,15,3,0,4.6,f,0.21,50
24621969,54461177,Teresa,2016-01-13,"Málaga, Spain",within an hour,100%,f,2,-4.44854,36.69635,Entire home/apt,8,54,9,0,4.81,t,0.72,70
41903546,89705945,Antonio.,2016-08-13,"Málaga, Spain",within an hour,100%,f,61,-4.41595,36.72409,Entire home/apt,4,122,38,6,4.56,t,2.27,60
40050237,87259467,Rosa,2016-08-01,"Andalusia, Spain",within an hour,100%,f,2,-4.422786235809326,36.71453475952149,Entire home/apt,4,27,2,0,4.89,t,0.49,200
792064624397477479,471440307,Adrián,2022-07-25,"Málaga, Spain",within an hour,100%,Unknown,6,-4.438743067733681,36.72044246742663,Private room,1,57,51,7,4.93,f,3.37,40
1059959994342623541,126429738,Steffen,2017-04-18,"Andalusia, Spain",within an hour,100%,t,74,-4.423509270864861,36.71490319339497,Entire home/apt,4,1,1,0,4.0,t,0.23,149
45809257,338832,Christina & Victor,2011-01-07,"Málaga, Spain",within a few hours,93%,t,7,-4.429319,36.723164,Entire home/apt,4,72,21,1,4.83,f,1.7,55
30973661,3042898,Francisca,2012-07-24,"Malaga, Spain",Unknown,Unknown,f,8,-4.442508996735199,36.70018286917973,Entire home/apt,2,151,30,3,4.51,t,2.25,150
1020934280168970458,338734596,Vanessa,2020-02-25,"Málaga, Spain",within an hour,100%,f,1,-4.379425230688471,36.7215882030186,Entire home/apt,4,5,5,2,5.0,f,0.87,140
726435151818360774,354248735,Xana,2020-07-07,Unknown,within an hour,100%,f,30,-4.4423495,36.7153456,Entire home/apt,6,5,2,0,4.6,t,0.25,147
999143459360320511,40570361,Villa Alicia,2015-08-05,Unknown,within a day,100%,f,15,-4.4111159,36.72907780000001,Private room,2,0,0,0,Unknown,f,Unknown,2600
857814408394746596,218552330,Yeremy,2018-10-03,"Málaga, Spain",within an hour,100%,f,2,-4.427596234918223,36.72382649890661,Entire home/apt,4,23,15,0,4.61,f,1.61,64
36758204,22753833,Hamiedha,2014-10-20,"Málaga, Spain",within an hour,100%,t,1,-4.41532,36.7282,Entire home/apt,5,63,24,3,4.86,f,1.05,120
697507584944994610,8544512,Malaga Center Flat,2013-08-31,"Málaga, Spain",within an hour,98%,f,73,-4.428314,36.721689,Entire home/apt,6,13,8,0,4.54,t,0.66,87
543953139400768163,8544512,Malaga Center Flat,2013-08-31,"Málaga, Spain",within an hour,98%,f,73,-4.4173471,36.7238581,Entire home/apt,12,20,19,2,4.75,t,1.47,196
24687300,146586328,Alvaro,2017-08-18,"Andalusia, Spain",within an hour,100%,t,22,-4.4226,36.72389,Entire home/apt,4,181,30,3,4.82,f,2.41,52
548953014162264338,437361815,Arbe Sun,2021-12-25,Unknown,within an hour,100%,f,3,-4.42365,36.72065,Entire home/apt,2,19,13,1,4.42,t,0.71,99
680974455852338067,397053855,Sharing,2021-04-15,Unknown,within an hour,98%,f,137,-4.4157,36.72394,Entire home/apt,2,7,2,0,4.29,t,0.36,61
1161630326745299374,28687712,SinEse Design Homes,2015-03-03,"Málaga, Spain",within an hour,100%,f,31,-4.422220468045647,36.724181607353216,Entire home/apt,3,0,0,0,Unknown,t,Unknown,110
553466099122969185,443241759,Elena,2022-02-02,Unknown,within an hour,100%,t,1,-4.42094,36.71885,Entire home/apt,3,158,73,5,4.95,f,5.68,96
623097372887075073,130125937,Borja,2017-05-13,"Málaga, Spain",within an hour,100%,f,1,-4.43606,36.71381,Entire home/apt,5,0,0,0,Unknown,f,Unknown,200
21011811,3042898,Francisca,2012-07-24,"Malaga, Spain",Unknown,Unknown,f,8,-4.443855786301137,36.69997155376244,Entire home/apt,3,146,6,0,4.66,f,2.04,150
50784282,115528688,Javier,2017-02-08,"Málaga, Spain",within an hour,100%,f,123,-4.40855,36.72027,Entire home/apt,6,37,9,3,4.81,t,1.05,350
26835633,52666233,Julio & Solène,2015-12-29,"Málaga, Spain",within an hour,100%,t,1,-4.42394,36.72621,Entire home/apt,3,297,51,6,4.85,f,4.09,70
15670437,99299589,Kenneth,2016-10-12,Unknown,within an hour,100%,f,1,-4.41211,36.71634,Entire home/apt,4,131,27,2,4.66,t,1.43,84
997222473012421100,467074946,Fernando,2022-07-01,Unknown,within an hour,100%,f,3,-4.4300461,36.7275779,Entire home/apt,4,16,16,3,4.94,t,2.74,225
1132563245309164787,196809623,Mshome,2018-06-20,"Rincón de la Victoria, Spain",within an hour,79%,f,34,-4.4375135,36.7036034,Entire home/apt,4,3,3,1,4.33,t,1.27,400
831563696502063939,12266244,Bossh Hotels,2014-02-15,"Málaga, Spain",within an hour,88%,f,8,-4.41273,36.71569,Entire home/apt,3,9,6,0,4.78,t,0.55,35
18286146,126429738,Steffen,2017-04-18,"Andalusia, Spain",within an hour,100%,t,74,-4.41196,36.71802,Entire home/apt,2,7,0,0,4.43,t,0.1,156
1049769282935151993,462810145,Apartamentum,2022-06-06,Unknown,within an hour,100%,f,9,-4.411707361971208,36.71995581675458,Entire home/apt,4,2,2,0,5.0,t,0.38,120
1113584278490014629,513113594,Jorge,2023-05-04,"Madrid, Spain",within an hour,100%,f,40,-4.433346606550956,36.72305217805665,Entire home/apt,4,0,0,0,Unknown,t,Unknown,74
839813662991397583,503835014,Javier,2023-03-04,Unknown,within an hour,100%,f,1,-4.408136511639413,36.72108640195771,Entire home/apt,8,10,10,0,4.9,t,1.19,300
1115871248662554676,164238204,Carlos,2017-12-26,Unknown,within an hour,100%,f,14,-4.433988311444746,36.7255660945134,Entire home/apt,7,2,2,0,5.0,t,0.77,110
1132612511159881062,354248735,Xana,2020-07-07,Unknown,within an hour,100%,f,30,-4.41091,36.72836,Entire home/apt,4,2,2,0,5.0,t,0.85,93
917801302423600051,397053855,Sharing,2021-04-15,Unknown,within an hour,98%,f,137,-4.412566051432774,36.71783557188282,Entire home/apt,2,13,13,0,4.46,t,1.27,79
937615600903817659,117253760,Cubo'S Holiday Homes.,2017-02-20,"Málaga, Spain",within an hour,94%,f,379,-4.406985862796424,36.7285784028288,Entire home/apt,8,7,7,1,4.43,t,0.71,168
40021557,308670011,Isabel & Pablo,2019-11-11,"Málaga, Spain",within an hour,100%,t,1,-4.41088,36.71789,Entire home/apt,4,58,20,2,4.69,f,1.04,140
761512617022655121,406144160,Málaga A Tu Ritmo,2021-06-09,"Andalusia, Spain",within an hour,100%,Unknown,8,-4.440595226983652,36.70454017115188,Entire home/apt,6,3,1,0,5.0,t,0.17,120
53650926,126429738,Steffen,2017-04-18,"Andalusia, Spain",within an hour,100%,t,74,-4.41217,36.7182,Entire home/apt,2,11,3,0,4.18,t,0.39,143
858469824412899815,228034310,Aurora,2018-11-28,"Macharaviaya, Spain",within an hour,100%,f,1,-4.44205,36.70102,Entire home/apt,6,24,18,1,4.75,f,1.74,100
1179882226055562928,9779799,Luis,2013-11-03,"Andalusia, Spain",within a few hours,100%,f,2,-4.4365312,36.6991349,Entire home/apt,4,0,0,0,Unknown,f,Unknown,99
13107301,72851313,Nataliya,2016-05-19,"Málaga, Spain",within an hour,100%,f,1,-4.43584,36.71186,Private room,1,573,88,7,4.69,f,5.83,15
1049872274100467129,204571554,Teresa,2018-07-23,"Málaga, Spain",within a few hours,100%,f,1,-4.436671282068883,36.700593684047774,Entire home/apt,6,0,0,0,Unknown,t,Unknown,120
18286131,126429738,Steffen,2017-04-18,"Andalusia, Spain",within an hour,100%,t,74,-4.4106,36.71714,Entire home/apt,6,14,2,1,4.71,t,0.19,426
952920029247830453,178441175,Pablo,2018-03-14,"Málaga, Spain",within an hour,100%,f,16,-4.440323806004378,36.704170087685625,Entire home/apt,5,1,1,0,4.0,f,0.09,220
41161849,129579989,Luc Juliot,2017-05-09,"Málaga, Spain",within an hour,90%,f,7,-4.42611,36.72788,Entire home/apt,4,35,1,0,4.63,t,0.97,60
921706574330279545,440919366,Haifeng,2022-01-17,Unknown,within an hour,100%,f,2,-4.434878424982764,36.72256367069576,Entire home/apt,6,15,15,0,4.6,t,1.24,109
1026564784399977096,546901046,María Carmen,2023-11-17,Unknown,within an hour,100%,f,1,-4.4230124,36.7152243,Entire home/apt,6,4,4,2,4.0,f,2.07,139
45744907,372295076,Cong Jun,2020-10-17,Unknown,within an hour,100%,f,2,-4.42277,36.71446,Entire home/apt,7,136,37,2,4.58,t,3.0,160
37479388,281812485,Dv,2019-08-02,"Málaga, Spain",within a few hours,100%,f,5,-4.42407,36.72667,Entire home/apt,4,1,0,0,5.0,f,0.02,130
1186895023803996408,8544512,Malaga Center Flat,2013-08-31,"Málaga, Spain",within an hour,98%,f,73,-4.422137624853506,36.72745126080047,Entire home/apt,4,0,0,0,Unknown,t,Unknown,115
919368427639775419,453777166,Francisco,2022-04-11,Unknown,a few days or more,0%,f,28,-4.427594088561532,36.72414396185423,Entire home/apt,4,19,19,2,4.89,f,1.63,968
34956903,11499368,Lorena,2014-01-21,"Málaga, Spain",Unknown,Unknown,f,3,-4.41512,36.72813,Private room,1,2,0,0,5.0,f,0.03,47
46428506,338832,Christina & Victor,2011-01-07,"Málaga, Spain",within a few hours,93%,t,7,-4.429319,36.723164,Entire home/apt,4,38,19,2,4.66,f,0.93,55
43720668,348537735,Rentalaria,2020-06-03,Unknown,within an hour,100%,Unknown,16,-4.42333,36.715,Entire home/apt,2,56,10,2,4.27,t,1.17,39
5524258,12963003,Maria Jesus,2014-03-09,"Málaga, Spain",within a few hours,100%,f,6,-4.426915,36.725311,Entire home/apt,13,88,15,1,4.7,f,0.8,160
41996356,332615776,Ángeles,2020-02-01,Unknown,within an hour,100%,t,1,-4.41623,36.72403,Entire home/apt,4,156,55,9,4.85,t,2.91,65
43277198,22835439,Bruno,2014-10-22,"Málaga, Spain",within an hour,100%,f,20,-4.42183,36.71585,Private room,2,1,0,0,5.0,t,0.05,70
1135370099842774791,115528688,Javier,2017-02-08,"Málaga, Spain",within an hour,100%,f,123,-4.4287415,36.7241148,Entire home/apt,5,0,0,0,Unknown,t,Unknown,80
1051263683701693533,260885551,Marwane,2019-05-09,"Málaga, Spain",within an hour,100%,f,14,-4.427387780082941,36.72175960136951,Entire home/apt,4,17,17,2,4.65,t,2.95,104
49213854,31789062,Christian,2015-04-23,"Málaga, Spain",within an hour,100%,f,7,-4.41842,36.71991,Private room,1,7,3,1,4.57,f,0.2,35
27733098,89705945,Antonio.,2016-08-13,"Málaga, Spain",within an hour,100%,f,61,-4.41924,36.7185,Entire home/apt,3,279,90,7,4.88,t,3.97,74
51304364,30522072,Juan M,2015-04-03,"Málaga, Spain",within an hour,100%,t,19,-4.41744,36.72444,Entire home/apt,2,15,4,0,4.8,t,0.43,70
1132686715733340335,115528688,Javier,2017-02-08,"Málaga, Spain",within an hour,100%,f,123,-4.4268335,36.7222388,Entire home/apt,4,0,0,0,Unknown,t,Unknown,60
1186895051525869887,8544512,Malaga Center Flat,2013-08-31,"Málaga, Spain",within an hour,98%,f,73,-4.4200612,36.7195569,Entire home/apt,4,0,0,0,Unknown,t,Unknown,149
1186895077433653363,8544512,Malaga Center Flat,2013-08-31,"Málaga, Spain",within an hour,98%,f,73,-4.4200612,36.7195569,Entire home/apt,6,0,0,0,Unknown,t,Unknown,185
16161703,105439681,Adrien,2016-11-28,"Andalusia, Spain",within an hour,100%,f,5,-4.41584,36.72631,Entire home/apt,3,259,41,2,4.4,t,2.84,100
607647821200550611,126604177,WonderStays,2017-04-19,"Málaga, Spain",within an hour,100%,Unknown,22,-4.42754,36.72142,Entire home/apt,2,6,2,0,4.17,t,0.25,400
21652332,50407426,Juan Y Mar,2015-12-02,"Málaga, Spain",within an hour,100%,t,3,-4.41514,36.72514,Entire home/apt,4,236,36,3,4.95,f,2.92,180
34953840,126429738,Steffen,2017-04-18,"Andalusia, Spain",within an hour,100%,t,74,-4.42043,36.71911,Entire home/apt,4,6,1,0,4.0,t,0.2,124
32624447,243903499,Tourisme And Rent Malaga,2019-02-18,"Andalusia, Spain",a few days or more,0%,f,8,-4.42732,36.72364,Entire home/apt,3,44,4,0,4.64,t,0.69,49
851954814713590017,490150524,María Amparo,2022-12-04,Unknown,within an hour,100%,t,1,-4.4289004,36.7207485,Entire home/apt,4,28,18,0,4.86,f,1.87,180
19539007,338832,Christina & Victor,2011-01-07,"Málaga, Spain",within a few hours,93%,t,7,-4.42932,36.72316,Entire home/apt,4,42,14,1,4.69,f,0.6,55
818562357543928919,7003536,Judy,2013-06-19,"Zürich, Switzerland",within an hour,100%,t,2,-4.41643,36.72546,Entire home/apt,3,57,42,4,4.91,t,3.84,75
50310846,359244549,Francisco Jose,2020-07-29,Unknown,within an hour,100%,f,3,-4.42041,36.71698,Entire home/apt,6,3,0,0,5.0,t,0.08,179
697507611696151392,8544512,Malaga Center Flat,2013-08-31,"Málaga, Spain",within an hour,98%,f,73,-4.428314,36.721689,Entire home/apt,8,12,7,2,4.67,t,0.62,87
1173057113040908816,196809623,Mshome,2018-06-20,"Rincón de la Victoria, Spain",within an hour,79%,f,34,-4.4165332865419895,36.72423968390223,Entire home/apt,5,1,1,1,5.0,t,1.0,364
999145267298284956,40570361,Villa Alicia,2015-08-05,Unknown,within a day,100%,f,15,-4.4111159,36.72907780000001,Private room,2,0,0,0,Unknown,f,Unknown,2600
999156293400543822,40570361,Villa Alicia,2015-08-05,Unknown,within a day,100%,f,15,-4.4111159,36.72907780000001,Private room,2,0,0,0,Unknown,t,Unknown,2600
1144966938923640879,422170051,Karlene Andreina,2021-09-08,Unknown,within an hour,100%,f,2,-4.423959106206894,36.72129752932126,Private room,2,9,9,4,4.44,t,5.09,40
43277290,22835439,Bruno,2014-10-22,"Málaga, Spain",within an hour,100%,f,20,-4.42335,36.71579,Private room,2,2,1,0,4.5,t,0.07,70
961645950126970357,163417245,David,2017-12-20,"Málaga, Spain",within an hour,94%,f,5,-4.416816626267463,36.72233596784685,Entire home/apt,6,0,0,0,Unknown,t,Unknown,139
29281617,30522072,Juan M,2015-04-03,"Málaga, Spain",within an hour,100%,t,19,-4.41531,36.72448,Entire home/apt,4,88,21,2,4.88,t,1.34,120
915054917644578649,520314147,Victoria,2023-06-16,Unknown,within an hour,100%,f,1,-4.417012184858322,36.72513479668684,Entire home/apt,4,4,4,1,4.5,t,0.37,67
644183334493367280,458362116,Misaily,2022-05-10,Unknown,within an hour,100%,f,1,-4.42409,36.72362,Private room,2,224,89,6,4.55,t,9.16,30
597519615478252662,3988650,Karin Annika,2012-10-27,Unknown,within an hour,100%,t,1,-4.423902,36.720313,Entire home/apt,2,53,40,2,4.85,t,2.62,70
53898239,436607211,Antonio,2021-12-19,"Málaga, Spain",within an hour,100%,f,3,-4.42726,36.72254,Entire home/apt,4,2,0,0,4.5,t,0.08,93
1160609007138750569,105439681,Adrien,2016-11-28,"Andalusia, Spain",within an hour,100%,f,5,-4.4167461923756255,36.72674858793309,Entire home/apt,2,3,3,3,3.0,t,3.0,79
1093315442051126851,16249866,Silvia,2014-06-01,"Málaga, Spain",Unknown,Unknown,f,2,-4.417094327509403,36.72520653535736,Entire home/apt,4,4,4,1,5.0,f,1.32,70
40826676,28290701,Apartamentos Melina Arlu,2015-02-24,"Málaga, Spain",within an hour,100%,t,3,-4.41529,36.72654,Entire home/apt,4,144,33,1,4.8,t,2.62,130
16410705,107522592,Adrien Armand,2016-12-17,"Andalusia, Spain",within an hour,100%,f,2,-4.4159,36.72623,Entire home/apt,2,119,0,0,4.31,t,1.3,100
1131000915354426566,89705945,Antonio.,2016-08-13,"Málaga, Spain",within an hour,100%,f,61,-4.42453,36.72025,Entire home/apt,2,17,17,6,5.0,t,6.62,555
23728520,338832,Christina & Victor,2011-01-07,"Málaga, Spain",within a few hours,93%,t,7,-4.429319,36.723164,Entire home/apt,6,24,14,1,4.83,f,0.66,80
49437768,8544512,Malaga Center Flat,2013-08-31,"Málaga, Spain",within an hour,98%,f,73,-4.42877,36.72081,Entire home/apt,12,33,22,1,4.91,t,1.8,204
669365924285235136,466865567,Alba,2022-06-30,Unknown,within an hour,94%,t,13,-4.417745099999999,36.7227183,Entire home/apt,6,22,20,0,4.91,t,1.22,400
